benchmark,size,source_file,mean,mean_lb,mean_ub,mean_se,median,median_lb,median_ub,median_se,slope,slope_lb,slope_ub,slope_se,std_dev,std_dev_lb,std_dev_ub,std_dev_se,median_abs_dev,median_abs_dev_lb,median_abs_dev_ub,median_abs_dev_se
mul,3008,REDACTED/arkworks/target/criterion/mul 3008/new/estimates.json,3686.5827412362532,3686.4814032557774,3686.71406262175,0.06023846608267112,3686.444261298543,3686.403680269976,3686.507015229644,0.025767895417985437,3686.528210861479,3686.4601688991547,3686.609851124956,0.038282066125652936,0.6039467399211326,0.24005122214236044,0.922357927818369,0.18577042371966215,0.18198325670637663,0.1273695658315129,0.2587474429852033,0.03462097986032597
mul,3072,REDACTED/arkworks/target/criterion/mul 3072/new/estimates.json,3852.8964737643087,3852.6620596849925,3853.0793710695107,0.10605609316049368,3853.1473924907777,3853.1055252918286,3853.185024087456,0.01823423650059656,3853.0126382380963,3852.8733506149706,3853.1240853363315,0.06450829985686164,1.058026791690081,0.40900504666561965,1.5628923655521496,0.30368513258153945,0.17192939390976772,0.10579563447581905,0.24672776792686293,0.034347286598792034
mul,3136,REDACTED/arkworks/target/criterion/mul 3136/new/estimates.json,4026.7112371448143,4026.643295004727,4026.7862723551375,0.03650041133336655,4026.688458188153,4026.660887452248,4026.7176348588214,0.015518283821253403,4026.7082393874625,4026.6629722836396,4026.765801395428,0.026429940052396177,0.36753759387979223,0.23155535870526936,0.5045513534424708,0.07222209612831697,0.1821550127528704,0.12944641833639342,0.2235690910143409,0.02314996477901053
mul,3200,REDACTED/arkworks/target/criterion/mul 3200/new/estimates.json,4193.882767498706,4193.730780359448,4194.08886672899,0.09319910938570097,4193.698132454489,4193.654236612332,4193.725798565841,0.01818636004046753,4193.713537518816,4193.674611215351,4193.7592920297375,0.021694076990815048,0.9393498646195872,0.25135168673853064,1.4416902054336698,0.3176080136914782,0.14725508658271386,0.11130231983697805,0.2030972462316718,0.025197834895065607
mul,3264,REDACTED/arkworks/target/criterion/mul 3264/new/estimates.json,4380.224471125925,4380.1140152677335,4380.368313289649,0.06563951556869646,4380.05608444963,4379.986084294271,4380.196505559337,0.04745022018227231,4380.039653824978,4379.9880676492985,4380.109962689741,0.031359504850459304,0.656117613109674,0.329182559496667,0.9989409986821625,0.2053932963236405,0.2814324419261883,0.20378633263104767,0.4117441285775415,0.053289941673965044
mul,3328,REDACTED/arkworks/target/criterion/mul 3328/new/estimates.json,4540.1780757505485,4540.042092457222,4540.292999509736,0.0642742419921757,4540.290701052375,4540.268935658266,4540.303775904375,0.0101419954643855,4540.285834642755,4540.259391189623,4540.314921330938,0.014083959589778176,0.6493970190879935,0.34774040784054766,0.8812843643720325,0.1374146566613869,0.11561559427802832,0.07728284909355629,0.14341353028760032,0.015752627720044345
mul,3392,REDACTED/arkworks/target/criterion/mul 3392/new/estimates.json,4723.390034788554,4723.256519846493,4723.562047921756,0.07840583543385962,4723.470227788084,4723.429982683983,4723.529374641423,0.03279651379292562,4723.388674125835,4723.30121713149,4723.472428728762,0.043722102520270416,0.7879892685309137,0.3887059582980803,1.2142205651297377,0.25325501170803677,0.27735045565607575,0.1789756264909912,0.40307761421500116,0.05566202406954472
mul,3456,REDACTED/arkworks/target/criterion/mul 3456/new/estimates.json,4913.292251141632,4913.224610360867,4913.373292208349,0.038227304205920895,4913.22729334337,4913.174960917145,4913.269523206474,0.02612804590625096,4913.287657575274,4913.240806270251,4913.341334139401,0.025595131112584733,0.38493789745932344,0.19936156865144614,0.5407968472421014,0.08949617824603541,0.1637547165648268,0.12988249185750905,0.20724295586120098,0.019855875766697395
mul,3520,REDACTED/arkworks/target/criterion/mul 3520/new/estimates.json,5089.471605444184,5089.325311997668,5089.592125832167,0.06855071340911971,5089.548517868686,5089.473663522012,5089.621876704856,0.04341554029460179,5089.566001523229,5089.496122862062,5089.637407939115,0.035984135209656556,0.6899509618711793,0.3365862936347037,0.9855134061313457,0.1723621188040328,0.2960124618028812,0.21201287011523753,0.3851048225442465,0.045275926206367084
mul,3584,REDACTED/arkworks/target/criterion/mul 3584/new/estimates.json,5290.914195065067,5290.769183783507,5291.1079373711655,0.08755396689477798,5290.789302947722,5290.737632978723,5290.827604385467,0.022057992335017797,5290.859429852004,5290.7309206948285,5291.046008398891,0.08179081415386076,0.8791055295409633,0.36464954085961265,1.35487610089852,0.28352267998831626,0.22404213454868444,0.17594087831157557,0.3151347043815268,0.0351905182854255
